measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),Okayama,Male,<1 year,Yellow fever,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,<1 year,Yellow fever,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,Under 5,Rabies,Number,2015,1.17510690399e-06,2.12045139287e-06,6.8824216448e-07
YLDs (Years Lived with Disability),Okayama,Female,Under 5,Rabies,Number,2015,3.0735954698e-07,5.78490806168e-07,1.30228436429e-07
YLDs (Years Lived with Disability),Okayama,Male,1 to 4,Rabies,Number,2015,4.5021731742e-07,8.26509340317e-07,2.12998242767e-07
YLDs (Years Lived with Disability),Okayama,Female,1 to 4,Rabies,Number,2015,2.96372106293e-08,6.78495929795e-08,1.09465884874e-08
YLDs (Years Lived with Disability),Okayama,Male,5 to 9,Rabies,Number,2015,3.62521509401e-07,1.10063210356e-06,7.84405789837e-08
YLDs (Years Lived with Disability),Okayama,Female,5 to 9,Rabies,Number,2015,3.35662222332e-08,1.05052565668e-07,6.10448551291e-09
YLDs (Years Lived with Disability),Okayama,Male,10 to 14,Rabies,Number,2015,5.60054966484e-08,1.41205540347e-07,1.56867594377e-08
YLDs (Years Lived with Disability),Okayama,Female,10 to 14,Rabies,Number,2015,2.0260118793e-08,6.18451865394e-08,4.42347265906e-09
YLDs (Years Lived with Disability),Okayama,Male,15 to 19,Rabies,Number,2015,6.79343041772e-08,1.40060845964e-07,2.14697187046e-08
YLDs (Years Lived with Disability),Okayama,Female,15 to 19,Rabies,Number,2015,8.02126732313e-08,1.90626508664e-07,2.49065333259e-08
YLDs (Years Lived with Disability),Okayama,Male,20 to 24,Rabies,Number,2015,1.19557788008e-07,2.78286818178e-07,4.34719991449e-08
YLDs (Years Lived with Disability),Okayama,Female,20 to 24,Rabies,Number,2015,6.03941102248e-08,1.26239909385e-07,1.95372686647e-08
YLDs (Years Lived with Disability),Okayama,Male,25 to 29,Rabies,Number,2015,8.56825159849e-08,1.60009594843e-07,4.74555175291e-08
YLDs (Years Lived with Disability),Okayama,Female,25 to 29,Rabies,Number,2015,5.11051067785e-08,1.10392334387e-07,2.00912908105e-08
YLDs (Years Lived with Disability),Okayama,Male,30 to 34,Rabies,Number,2015,7.28075328003e-08,1.27668425557e-07,3.63195618167e-08
YLDs (Years Lived with Disability),Okayama,Female,30 to 34,Rabies,Number,2015,5.97344753683e-08,1.05616550712e-07,2.79636402999e-08
YLDs (Years Lived with Disability),Okayama,Male,35 to 39,Rabies,Number,2015,3.66230995633e-07,7.05256230291e-07,1.73157561398e-07
YLDs (Years Lived with Disability),Okayama,Female,35 to 39,Rabies,Number,2015,3.27896625948e-08,8.09452132386e-08,1.37248491356e-08
YLDs (Years Lived with Disability),Okayama,Male,40 to 44,Rabies,Number,2015,2.16273369474e-07,3.65876382615e-07,1.03190270295e-07
YLDs (Years Lived with Disability),Okayama,Female,40 to 44,Rabies,Number,2015,5.78704352743e-08,1.12981014642e-07,2.58632218229e-08
YLDs (Years Lived with Disability),Okayama,Male,45 to 49,Rabies,Number,2015,7.24865805793e-07,1.39139625299e-06,3.2918306323e-07
YLDs (Years Lived with Disability),Okayama,Female,45 to 49,Rabies,Number,2015,1.81729684308e-07,2.91693714799e-07,8.94581678815e-08
YLDs (Years Lived with Disability),Okayama,Male,50 to 54,Rabies,Number,2015,2.69820932314e-07,4.05716107602e-07,1.87913897704e-07
YLDs (Years Lived with Disability),Okayama,Female,50 to 54,Rabies,Number,2015,3.39580811993e-07,5.25201551386e-07,1.93028432901e-07
YLDs (Years Lived with Disability),Okayama,Male,55 to 59,Rabies,Number,2015,2.88541574346e-07,5.72238057849e-07,1.07542360561e-07
YLDs (Years Lived with Disability),Okayama,Female,55 to 59,Rabies,Number,2015,2.09207993653e-07,3.24057731077e-07,1.29597618934e-07
YLDs (Years Lived with Disability),Okayama,Male,60 to 64,Rabies,Number,2015,2.57870959222e-07,5.35851140224e-07,1.02609157912e-07
YLDs (Years Lived with Disability),Okayama,Female,60 to 64,Rabies,Number,2015,1.32401741707e-07,2.32665907264e-07,7.62835061456e-08
YLDs (Years Lived with Disability),Okayama,Male,65 to 69,Rabies,Number,2015,2.87946600659e-06,5.59503043981e-06,1.22907961557e-06
YLDs (Years Lived with Disability),Okayama,Female,65 to 69,Rabies,Number,2015,2.07275816805e-07,4.38009512272e-07,7.24007687974e-08
YLDs (Years Lived with Disability),Okayama,Male,70 to 74,Rabies,Number,2015,1.98838636034e-07,4.56589790184e-07,8.33122989394e-08
YLDs (Years Lived with Disability),Okayama,Female,70 to 74,Rabies,Number,2015,9.01456220078e-08,2.03810871904e-07,3.61180522651e-08
YLDs (Years Lived with Disability),Okayama,Male,75 to 79,Rabies,Number,2015,2.66894818548e-07,6.14297159072e-07,9.71206505453e-08
YLDs (Years Lived with Disability),Okayama,Female,75 to 79,Rabies,Number,2015,6.92124366493e-07,1.66163526758e-06,2.05402121656e-07
YLDs (Years Lived with Disability),Okayama,Male,80 plus,Rabies,Number,2015,2.01074708394e-05,3.26780599001e-05,1.24739082758e-05
YLDs (Years Lived with Disability),Okayama,Female,80 plus,Rabies,Number,2015,2.57514908165e-05,4.62954321178e-05,1.31566956055e-05
YLDs (Years Lived with Disability),Okayama,Male,<1 year,Rabies,Number,2015,7.24889586574e-07,1.30519255773e-06,3.24032028722e-07
YLDs (Years Lived with Disability),Okayama,Female,<1 year,Rabies,Number,2015,2.7772233635e-07,5.56487827791e-07,1.12928789666e-07
YLDs (Years Lived with Disability),Okayama,Male,Under 5,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,Under 5,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,1 to 4,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,1 to 4,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,5 to 9,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,5 to 9,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,10 to 14,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,10 to 14,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,15 to 19,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,15 to 19,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,20 to 24,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,20 to 24,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,25 to 29,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,25 to 29,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,30 to 34,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,30 to 34,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,35 to 39,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,35 to 39,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,40 to 44,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,40 to 44,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,45 to 49,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,45 to 49,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,50 to 54,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,50 to 54,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,55 to 59,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,55 to 59,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,60 to 64,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,60 to 64,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,65 to 69,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,65 to 69,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,70 to 74,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,70 to 74,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,75 to 79,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,75 to 79,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,80 plus,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,80 plus,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,<1 year,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,<1 year,Intestinal nematode infections,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,Under 5,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,Under 5,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,1 to 4,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,1 to 4,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,5 to 9,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,5 to 9,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,10 to 14,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,10 to 14,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,15 to 19,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,15 to 19,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,20 to 24,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,20 to 24,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,25 to 29,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,25 to 29,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,30 to 34,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,30 to 34,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,35 to 39,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,35 to 39,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,40 to 44,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,40 to 44,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,45 to 49,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,45 to 49,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,50 to 54,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,50 to 54,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,55 to 59,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,55 to 59,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,60 to 64,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,60 to 64,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,65 to 69,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,65 to 69,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,70 to 74,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,70 to 74,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,75 to 79,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,75 to 79,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,80 plus,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,80 plus,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,<1 year,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,<1 year,Ascariasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,Under 5,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,Under 5,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,1 to 4,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,1 to 4,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,5 to 9,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,5 to 9,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,10 to 14,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,10 to 14,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,15 to 19,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,15 to 19,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,20 to 24,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,20 to 24,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,25 to 29,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,25 to 29,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,30 to 34,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,30 to 34,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,35 to 39,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,35 to 39,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,40 to 44,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,40 to 44,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,45 to 49,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,45 to 49,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,50 to 54,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,50 to 54,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,55 to 59,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,55 to 59,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,60 to 64,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,60 to 64,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,65 to 69,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,65 to 69,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,70 to 74,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,70 to 74,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,75 to 79,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,75 to 79,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,80 plus,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,80 plus,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,<1 year,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,<1 year,Trichuriasis,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,Under 5,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,Under 5,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,1 to 4,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,1 to 4,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,5 to 9,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,5 to 9,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,10 to 14,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,10 to 14,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,15 to 19,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,15 to 19,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,20 to 24,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,20 to 24,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,25 to 29,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,25 to 29,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,30 to 34,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,30 to 34,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,35 to 39,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,35 to 39,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,40 to 44,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,40 to 44,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,45 to 49,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,45 to 49,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,50 to 54,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,50 to 54,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,55 to 59,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,55 to 59,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,60 to 64,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,60 to 64,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,65 to 69,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,65 to 69,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,70 to 74,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,70 to 74,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,75 to 79,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,75 to 79,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,80 plus,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,80 plus,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,<1 year,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Female,<1 year,Hookworm disease,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),Okayama,Male,Under 5,Food-borne trematodiases,Number,2015,0.00575695742672,0.0168756298513,0.00131337562696
YLDs (Years Lived with Disability),Okayama,Female,Under 5,Food-borne trematodiases,Number,2015,0.0046382900247,0.0131583030101,0.000655543889809
YLDs (Years Lived with Disability),Okayama,Male,1 to 4,Food-borne trematodiases,Number,2015,0.00575695742672,0.0168756298513,0.00131337562696
